2026-04-15 14:03:41,389 | api_understanding_agent | INFO | [APIUnderstandingAgent] Analyzing API spec …
2026-04-15 14:44:57,858 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (177.7ms)
2026-04-15 14:44:57,861 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (188.9ms)
2026-04-15 14:44:58,013 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (186.6ms)
2026-04-15 14:44:58,064 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (210.6ms)
2026-04-15 14:44:58,071 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (210.7ms)
2026-04-15 14:44:58,094 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (231.0ms)
2026-04-15 14:44:58,094 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (234.8ms)
2026-04-15 14:44:58,233 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (217.0ms)
2026-04-15 14:44:58,279 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (183.2ms)
2026-04-15 14:44:58,285 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (191.9ms)
2026-04-15 14:44:58,295 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (204.7ms)
2026-04-15 14:44:58,299 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (203.2ms)
2026-04-15 14:44:58,418 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (183.6ms)
2026-04-15 14:44:58,420 | execution_agent | INFO | [ExecutionAgent] Completed 56/56 without network error
2026-04-15 14:44:58,422 | validation_agent | INFO | [ValidationAgent] Validating 56 results …
2026-04-15 14:44:58,428 | validation_agent | INFO | [ValidationAgent] 20 failures detected
2026-04-15 14:44:58,435 | security_agent | INFO | [SecurityAgent] Scanning 56 results …
2026-04-15 14:45:02,017 | security_agent | WARNING | LLM security scan failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:45:02,020 | security_agent | INFO | [SecurityAgent] 12 findings (0 critical, 8 high)
2026-04-15 14:45:02,025 | history | INFO | [History] Saved run db24db81-e51
2026-04-15 14:45:02,038 | reporting_agent | INFO | [ReportingAgent] HTML report → reports/report_20260415_144502.html
2026-04-15 14:45:02,040 | reporting_agent | INFO | [ReportingAgent] JSON report → reports/report_20260415_144502.json
2026-04-15 14:46:17,460 | api_understanding_agent | INFO | [APIUnderstandingAgent] Analyzing API spec …
2026-04-15 14:46:17,468 | parser | INFO | Parsing spec: Sample Pet Store API
2026-04-15 14:46:17,469 | parser | INFO | Discovered 8 endpoints
2026-04-15 14:46:20,852 | api_understanding_agent | WARNING | LLM enrichment failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:46:20,857 | api_understanding_agent | INFO | [APIUnderstandingAgent] 8 endpoints understood (provider: openai)
2026-04-15 14:46:20,871 | test_generation_agent | INFO | [TestGenerationAgent] Generating tests for 8 endpoints …
2026-04-15 14:46:23,986 | test_generation_agent | WARNING | LLM creative test generation failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:46:23,991 | test_generation_agent | INFO | [TestGenerationAgent] Generated 56 test cases (provider: openai)
2026-04-15 14:46:23,994 | execution_agent | INFO | [ExecutionAgent] Running 56 test cases ...
2026-04-15 14:46:24,294 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (283.4ms)
2026-04-15 14:46:24,296 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (287.6ms)
2026-04-15 14:46:24,309 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (299.2ms)
2026-04-15 14:46:24,311 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (312.9ms)
2026-04-15 14:46:24,316 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet → 405 (308.3ms)
2026-04-15 14:46:24,488 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (188.8ms)
2026-04-15 14:46:24,491 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (191.1ms)
2026-04-15 14:46:24,496 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (182.8ms)
2026-04-15 14:46:24,501 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (188.2ms)
2026-04-15 14:46:24,507 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (189.0ms)
2026-04-15 14:46:24,676 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (182.8ms)
2026-04-15 14:46:24,683 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (180.3ms)
2026-04-15 14:46:24,686 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (195.9ms)
2026-04-15 14:46:24,697 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (188.3ms)
2026-04-15 14:46:24,699 | executor | DEBUG | DELETE https://petstore3.swagger.io/api/v3/pet/{petId} → 400 (201.2ms)
2026-04-15 14:46:24,869 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (190.4ms)
2026-04-15 14:46:24,872 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (183.2ms)
2026-04-15 14:46:24,878 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (193.3ms)
2026-04-15 14:46:24,880 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (181.6ms)
2026-04-15 14:46:24,892 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/pet/findByStatus → 400 (190.8ms)
2026-04-15 14:46:25,054 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (181.3ms)
2026-04-15 14:46:25,061 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (179.5ms)
2026-04-15 14:46:25,063 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (192.2ms)
2026-04-15 14:46:25,078 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (197.9ms)
2026-04-15 14:46:25,095 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/store/inventory → 500 (201.5ms)
2026-04-15 14:46:25,240 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 415 (175.2ms)
2026-04-15 14:46:25,241 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (185.1ms)
2026-04-15 14:46:25,250 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (187.7ms)
2026-04-15 14:46:25,262 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (183.2ms)
2026-04-15 14:46:25,270 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (174.1ms)
2026-04-15 14:46:25,417 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (174.7ms)
2026-04-15 14:46:25,428 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (185.9ms)
2026-04-15 14:46:25,436 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (184.9ms)
2026-04-15 14:46:25,445 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (173.6ms)
2026-04-15 14:46:25,447 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (183.4ms)
2026-04-15 14:46:25,603 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (185.0ms)
2026-04-15 14:46:25,605 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (175.1ms)
2026-04-15 14:46:25,620 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (181.6ms)
2026-04-15 14:46:25,628 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (181.9ms)
2026-04-15 14:46:25,630 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (182.4ms)
2026-04-15 14:46:25,790 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (182.7ms)
2026-04-15 14:46:25,797 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (191.2ms)
2026-04-15 14:46:25,810 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 200 (188.0ms)
2026-04-15 14:46:25,814 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (181.8ms)
2026-04-15 14:46:25,817 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (186.8ms)
2026-04-15 14:46:25,978 | executor | DEBUG | POST https://petstore3.swagger.io/api/v3/store/order → 400 (185.3ms)
2026-04-15 14:46:25,984 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (183.8ms)
2026-04-15 14:46:26,003 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (190.8ms)
2026-04-15 14:46:26,005 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (189.1ms)
2026-04-15 14:46:26,009 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (190.0ms)
2026-04-15 14:46:26,169 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (182.6ms)
2026-04-15 14:46:26,180 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/login → 200 (200.1ms)
2026-04-15 14:46:26,186 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (176.2ms)
2026-04-15 14:46:26,192 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (184.2ms)
2026-04-15 14:46:26,202 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (195.5ms)
2026-04-15 14:46:26,370 | executor | DEBUG | GET https://petstore3.swagger.io/api/v3/user/{username} → 500 (198.5ms)
2026-04-15 14:46:26,375 | execution_agent | INFO | [ExecutionAgent] Completed 56/56 without network error
2026-04-15 14:46:26,378 | validation_agent | INFO | [ValidationAgent] Validating 56 results …
2026-04-15 14:46:26,398 | validation_agent | INFO | [ValidationAgent] 20 failures detected
2026-04-15 14:46:26,408 | security_agent | INFO | [SecurityAgent] Scanning 56 results …
2026-04-15 14:46:29,403 | security_agent | WARNING | LLM security scan failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:46:29,407 | security_agent | INFO | [SecurityAgent] 12 findings (0 critical, 8 high)
2026-04-15 14:46:29,414 | history | INFO | [History] Saved run 870ace2d-6ab
2026-04-15 14:46:29,433 | reporting_agent | INFO | [ReportingAgent] HTML report → reports/report_20260415_144629.html
2026-04-15 14:46:29,435 | reporting_agent | INFO | [ReportingAgent] JSON report → reports/report_20260415_144629.json
2026-04-15 14:54:53,848 | api_understanding_agent | INFO | [APIUnderstandingAgent] Analyzing API spec …
2026-04-15 14:54:53,856 | parser | INFO | Parsing spec: JSONPlaceholder API
2026-04-15 14:54:53,856 | parser | INFO | Discovered 10 endpoints
2026-04-15 14:54:57,235 | api_understanding_agent | WARNING | LLM enrichment failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:54:57,239 | api_understanding_agent | INFO | [APIUnderstandingAgent] 10 endpoints understood (provider: openai)
2026-04-15 14:54:57,252 | test_generation_agent | INFO | [TestGenerationAgent] Generating tests for 10 endpoints …
2026-04-15 14:55:00,520 | test_generation_agent | WARNING | LLM creative test generation failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:55:00,523 | test_generation_agent | INFO | [TestGenerationAgent] Generated 77 test cases (provider: openai)
2026-04-15 14:55:00,526 | execution_agent | INFO | [ExecutionAgent] Running 77 test cases ...
2026-04-15 14:55:00,798 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (255.9ms)
2026-04-15 14:55:00,803 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (270.0ms)
2026-04-15 14:55:00,804 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (260.6ms)
2026-04-15 14:55:00,805 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (264.1ms)
2026-04-15 14:55:00,807 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (263.6ms)
2026-04-15 14:55:00,982 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (173.1ms)
2026-04-15 14:55:00,991 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (181.8ms)
2026-04-15 14:55:00,994 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (191.6ms)
2026-04-15 14:55:00,997 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (185.9ms)
2026-04-15 14:55:01,031 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (221.3ms)
2026-04-15 14:55:01,142 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (158.6ms)
2026-04-15 14:55:01,155 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (158.7ms)
2026-04-15 14:55:01,158 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (165.5ms)
2026-04-15 14:55:01,199 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (165.4ms)
2026-04-15 14:55:01,217 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (219.0ms)
2026-04-15 14:55:01,300 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (155.7ms)
2026-04-15 14:55:01,320 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (163.5ms)
2026-04-15 14:55:01,325 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (164.7ms)
2026-04-15 14:55:01,360 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (160.4ms)
2026-04-15 14:55:01,378 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (159.3ms)
2026-04-15 14:55:01,460 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (158.4ms)
2026-04-15 14:55:01,483 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (157.3ms)
2026-04-15 14:55:01,485 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (163.8ms)
2026-04-15 14:55:01,522 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (160.0ms)
2026-04-15 14:55:01,542 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (163.0ms)
2026-04-15 14:55:01,626 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (163.9ms)
2026-04-15 14:55:01,713 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (169.5ms)
2026-04-15 14:55:01,718 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (194.7ms)
2026-04-15 14:55:01,720 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (232.8ms)
2026-04-15 14:55:01,721 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (235.9ms)
2026-04-15 14:55:01,775 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts/{id} → 404 (147.2ms)
2026-04-15 14:55:01,890 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (172.6ms)
2026-04-15 14:55:01,900 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (175.4ms)
2026-04-15 14:55:01,903 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (179.0ms)
2026-04-15 14:55:01,906 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (183.6ms)
2026-04-15 14:55:01,943 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (165.6ms)
2026-04-15 14:55:02,061 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (167.8ms)
2026-04-15 14:55:02,080 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (171.3ms)
2026-04-15 14:55:02,082 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (175.8ms)
2026-04-15 14:55:02,085 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (175.9ms)
2026-04-15 14:55:02,122 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (176.9ms)
2026-04-15 14:55:02,229 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (165.3ms)
2026-04-15 14:55:02,249 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (165.9ms)
2026-04-15 14:55:02,263 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (178.7ms)
2026-04-15 14:55:02,264 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (177.8ms)
2026-04-15 14:55:02,297 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (172.2ms)
2026-04-15 14:55:02,394 | executor | DEBUG | PUT https://jsonplaceholder.typicode.com/posts/{id} → 500 (163.5ms)
2026-04-15 14:55:02,413 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (162.8ms)
2026-04-15 14:55:02,424 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (158.0ms)
2026-04-15 14:55:02,429 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (162.4ms)
2026-04-15 14:55:02,459 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (160.5ms)
2026-04-15 14:55:02,558 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (143.0ms)
2026-04-15 14:55:02,562 | executor | DEBUG | DELETE https://jsonplaceholder.typicode.com/posts/{id} → 200 (166.0ms)
2026-04-15 14:55:02,577 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (152.2ms)
2026-04-15 14:55:02,579 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (148.8ms)
2026-04-15 14:55:02,606 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (145.7ms)
2026-04-15 14:55:02,715 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users → 200 (155.1ms)
2026-04-15 14:55:02,777 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (168.9ms)
2026-04-15 14:55:02,780 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (199.7ms)
2026-04-15 14:55:02,781 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (199.9ms)
2026-04-15 14:55:02,782 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (218.6ms)
2026-04-15 14:55:02,876 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/users/{id} → 404 (159.6ms)
2026-04-15 14:55:02,940 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (156.2ms)
2026-04-15 14:55:02,945 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (159.9ms)
2026-04-15 14:55:02,946 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (160.9ms)
2026-04-15 14:55:02,974 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (190.1ms)
2026-04-15 14:55:03,030 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/comments → 200 (151.3ms)
2026-04-15 14:55:03,090 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (147.4ms)
2026-04-15 14:55:03,096 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (147.9ms)
2026-04-15 14:55:03,100 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (151.9ms)
2026-04-15 14:55:03,125 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (149.4ms)
2026-04-15 14:55:03,184 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos → 200 (152.1ms)
2026-04-15 14:55:03,322 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (195.7ms)
2026-04-15 14:55:03,325 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (227.1ms)
2026-04-15 14:55:03,327 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (225.2ms)
2026-04-15 14:55:03,328 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (235.7ms)
2026-04-15 14:55:03,330 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/todos/{id} → 404 (145.0ms)
2026-04-15 14:55:03,332 | execution_agent | INFO | [ExecutionAgent] Completed 77/77 without network error
2026-04-15 14:55:03,334 | validation_agent | INFO | [ValidationAgent] Validating 77 results …
2026-04-15 14:55:03,353 | validation_agent | INFO | [ValidationAgent] 48 failures detected
2026-04-15 14:55:03,358 | security_agent | INFO | [SecurityAgent] Scanning 77 results …
2026-04-15 14:55:06,167 | security_agent | WARNING | LLM security scan failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:55:06,170 | security_agent | INFO | [SecurityAgent] 16 findings (0 critical, 10 high)
2026-04-15 14:55:06,180 | history | INFO | [History] Saved run 8115d408-f41
2026-04-15 14:55:06,200 | reporting_agent | INFO | [ReportingAgent] HTML report → reports/report_20260415_145506.html
2026-04-15 14:55:06,202 | reporting_agent | INFO | [ReportingAgent] JSON report → reports/report_20260415_145506.json
2026-04-15 14:55:09,336 | app | INFO | [Reset] All reports and history cleared
2026-04-15 14:55:19,042 | api_understanding_agent | INFO | [APIUnderstandingAgent] Analyzing API spec …
2026-04-15 14:55:19,050 | parser | INFO | Parsing spec: JSONPlaceholder API
2026-04-15 14:55:19,050 | parser | INFO | Discovered 10 endpoints
2026-04-15 14:55:22,038 | api_understanding_agent | WARNING | LLM enrichment failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:55:22,040 | api_understanding_agent | INFO | [APIUnderstandingAgent] 10 endpoints understood (provider: openai)
2026-04-15 14:55:22,049 | test_generation_agent | INFO | [TestGenerationAgent] Generating tests for 10 endpoints …
2026-04-15 14:55:25,005 | test_generation_agent | WARNING | LLM creative test generation failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}
2026-04-15 14:55:25,007 | test_generation_agent | INFO | [TestGenerationAgent] Generated 77 test cases (provider: openai)
2026-04-15 14:55:25,008 | execution_agent | INFO | [ExecutionAgent] Running 77 test cases ...
2026-04-15 14:55:25,164 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (148.8ms)
2026-04-15 14:55:25,170 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (159.7ms)
2026-04-15 14:55:25,172 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (156.2ms)
2026-04-15 14:55:25,175 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (158.7ms)
2026-04-15 14:55:25,177 | executor | DEBUG | GET https://jsonplaceholder.typicode.com/posts → 200 (161.0ms)
2026-04-15 14:55:25,323 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (157.9ms)
2026-04-15 14:55:25,337 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (162.9ms)
2026-04-15 14:55:25,344 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (171.6ms)
2026-04-15 14:55:25,346 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (166.6ms)
2026-04-15 14:55:25,402 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (223.6ms)
2026-04-15 14:55:25,483 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (157.7ms)
2026-04-15 14:55:25,494 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (155.5ms)
2026-04-15 14:55:25,510 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (162.2ms)
2026-04-15 14:55:25,553 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (205.2ms)
2026-04-15 14:55:25,559 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (156.0ms)
2026-04-15 14:55:25,651 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (166.5ms)
2026-04-15 14:55:25,655 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (159.9ms)
2026-04-15 14:55:25,668 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (156.3ms)
2026-04-15 14:55:25,717 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (159.0ms)
2026-04-15 14:55:25,727 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (166.3ms)
2026-04-15 14:55:25,812 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (159.5ms)
2026-04-15 14:55:25,821 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (164.9ms)
2026-04-15 14:55:25,834 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (164.0ms)
2026-04-15 14:55:25,879 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (160.1ms)
2026-04-15 14:55:25,891 | executor | DEBUG | POST https://jsonplaceholder.typicode.com/posts → 201 (159.9ms)
